ID|NAME
1|110152
2|110413
3|110465
4|110469
5|110489
6|110564
7|110813
8|111163
9|111240
10|111320
11|111361
12|111369
13|111426
14|111427
15|111428
16|112050
17|112051
18|112052
19|112053
20|112058
21|112059
22|112277
23|112377
24|112378
25|112379
26|112901
27|113028
28|113038
29|113043
30|113044
31|113050
32|113051
33|113054
34|113055
35|113056
36|113059
37|113501
38|113503
39|113505
40|113509
41|113510
42|113514
43|113572
44|113760
45|113767
46|113773
47|113776
48|113778
49|113780
50|113781
51|113783
52|113784
53|113786
54|113787
55|113788
56|113789
57|113790
58|113791
59|113792
60|113794
61|113795
62|113796
63|113798
64|113800
65|113801
66|113803
67|113804
68|113806
69|113807
70|11668
71|11751
72|11752
73|11753
74|11755
75|11765
76|11767
77|11769
78|11770
79|11771
80|11774
81|11778
82|11813
83|11967
84|1222
85|12233
86|12460
87|12749
88|13049
89|13050
90|13213
91|13214
92|13236
93|13502
94|13507
95|13508
96|13509
97|13567
98|13568
99|13695
100|13905
101|14311
102|14312
103|14313
104|14973
105|1601
106|16966
107|16988
108|17421
109|17453
110|17463
111|17464
112|17465
113|17466
114|17474
115|17475
116|17764
117|17765
118|17770
119|19877
120|19924
121|19928
122|19943
123|19947
124|19950
125|19952
126|19972
127|19988
128|19996
129|2003
130|211535
131|211536
132|21228
133|21332
134|21440
135|218629
136|219533
137|220367
138|220844
139|220845
140|2223
141|223596
142|226593
143|226875
144|228414
145|229236
146|230080
147|230136
148|230433
149|230434
150|231919
151|231945
152|233478
153|233639
154|233734
155|233866
156|234360
157|234604
158|234686
159|234818
160|235509
161|236171
162|236852
163|236853
164|236854
165|237216
166|237249
167|237393
168|237442
169|237565
170|237668
171|237670
172|237671
173|237734
174|237735
175|237736
176|237789
177|237798
178|239059
179|239853
180|239854
181|239855
182|239856
183|239865
184|240261
185|240276
186|24065
187|240929
188|24160
189|242963
190|243847
191|243880
192|244252
193|244270
194|244278
195|244310
196|244346
197|244358
198|244360
199|244361
200|244367
201|244368
202|244373
203|248659
204|248698
205|248706
206|248723
207|248726
208|248727
209|248731
210|248733
211|248734
212|248738
213|248740
214|248744
215|248746
216|248747
217|250643
218|250644
219|250646
220|250647
221|250648
222|250649
223|250650
224|250651
225|250652
226|250653
227|250655
228|2543
229|2620
230|2621
231|2622
232|2623
233|2624
234|2625
235|2626
236|2627
237|2628
238|2629
239|2631
240|26360
241|2641
242|2647
243|2648
244|2649
245|2650
246|2651
247|2652
248|2653
249|2654
250|2655
251|2656
252|2657
253|2658
254|2659
255|2660
256|2661
257|2662
258|2663
259|2664
260|2665
261|2666
262|2667
263|2668
264|2669
265|2670
266|26707
267|2671
268|2672
269|2673
270|2674
271|2675
272|2676
273|2677
274|2678
275|2679
276|2680
277|2681
278|2682
279|2683
280|2684
281|2685
282|2686
283|2687
284|2688
285|2689
286|2690
287|2691
288|2692
289|2693
290|2694
291|2695
292|2696
293|2697
294|2698
295|2699
296|2700
297|27042
298|27267
299|27849
300|28004
301|28034
302|28133
303|28134
304|28206
305|28213
306|28220
307|28221
308|28228
309|28403
310|28404
311|28424
312|28425
313|28551
314|28664
315|28665
316|28666
317|29011
318|2908
319|29103
320|29104
321|29105
322|29106
323|29107
324|29108
325|2926
326|29750
327|29751
328|3101264
329|3101265
330|3101266
331|3101267
332|3101276
333|3101277
334|3101278
335|3101281
336|3101295
337|3101296
338|3101297
339|3101298
340|31027
341|31028
342|312991
343|312992
344|312993
345|31418
346|315037
347|315082
348|315083
349|315084
350|315085
351|315086
352|315087
353|315088
354|315089
355|315090
356|315091
357|315092
358|315093
359|315094
360|315095
361|315096
362|315097
363|315098
364|315151
365|315152
366|315153
367|315154
368|32302
369|323592
370|323951
371|324669
372|329944
373|330844
374|330877
375|330909
376|330910
377|330911
378|330919
379|330920
380|330923
381|330924
382|330931
383|330932
384|330935
385|330958
386|330959
387|330963
388|330968
389|330971
390|330972
391|330979
392|330980
393|334912
394|334914
395|334915
396|335097
397|335432
398|335677
399|33638
400|336439
401|3410
402|3411
403|341826
404|34218
405|342441
406|342684
407|342712
408|342826
409|343095
410|343120
411|343271
412|343275
413|343276
414|345364
415|345498
416|345501
417|345572
418|345763
419|345764
420|345765
421|345767
422|345768
423|345769
424|345770
425|345771
426|345773
427|345774
428|345775
429|345777
430|345778
431|345779
432|345780
433|345781
434|345783
435|3460
436|3470
437|347054
438|347060
439|347061
440|347062
441|347063
442|347064
443|347065
444|347066
445|347067
446|347068
447|347069
448|347070
449|347071
450|347072
451|347073
452|347074
453|347075
454|347076
455|347077
456|347078
457|347079
458|347080
459|347081
460|347082
461|347083
462|347085
463|347086
464|347087
465|347088
466|347089
467|347090
468|347091
469|3474
470|347464
471|347465
472|347466
473|347467
474|347468
475|347469
476|347470
477|347471
478|347742
479|347743
480|348121
481|348122
482|348123
483|348124
484|348125
485|349201
486|349202
487|349203
488|349204
489|349205
490|349206
491|349207
492|349208
493|349209
494|349210
495|349211
496|349212
497|349213
498|349214
499|349215
500|349216
501|349217
502|349218
503|349219
504|349220
505|349221
506|349222
507|349223
508|349224
509|349225
510|349226
511|349227
512|349228
513|349229
514|349230
515|349231
516|349232
517|349233
518|349234
519|349235
520|349236
521|349237
522|349238
523|349239
524|349240
525|349241
526|349242
527|349243
528|349244
529|349245
530|349246
531|349247
532|349248
533|349249
534|349250
535|349251
536|349252
537|349253
538|349254
539|349255
540|349256
541|349257
542|349909
543|349910
544|349911
545|349912
546|350025
547|350026
548|350029
549|350033
550|350034
551|350035
552|350036
553|350042
554|350043
555|350045
556|350046
557|350047
558|350048
559|350050
560|350052
561|350053
562|350054
563|350060
564|350403
565|350404
566|350405
567|350406
568|350407
569|350408
570|350409
571|350410
572|350416
573|350417
574|35273
575|35281
576|35851
577|35852
578|358585
579|359306
580|359309
581|36209
582|362316
583|363272
584|363291
585|363294
586|363592
587|363611
588|364498
589|364499
590|364500
591|364506
592|364511
593|364512
594|364516
595|364846
596|364848
597|364849
598|364850
599|364851
600|364856
601|364858
602|364859
603|365222
604|365226
605|365235
606|365237
607|36568
608|366713
609|367226
610|367227
611|367228
612|367229
613|367230
614|367231
615|367232
616|367655
617|368323
618|368364
619|368402
620|368573
621|36864
622|36865
623|36866
624|368702
625|368703
626|368783
627|36928
628|36947
629|36963
630|36967
631|36973
632|3701
633|370129
634|370365
635|370368
636|370369
637|370370
638|370371
639|370372
640|370373
641|370374
642|370375
643|370376
644|370377
645|371060
646|371109
647|371110
648|371362
649|372622
650|373450
651|374746
652|374887
653|374910
654|376563
655|376564
656|376566
657|382649
658|382650
659|382651
660|382652
661|382653
662|383121
663|383123
664|383162
665|384461
666|386525
667|392091
668|392092
669|392095
670|392096
671|394140
672|4133
673|4134
674|4135
675|4136
676|4137
677|4138
678|4579
679|54636
680|5727
681|65303
682|65304
683|65305
684|65306
685|6563
686|680
687|693
688|694
689|695
690|7266
691|7267
692|7534
693|7538
694|7540
695|7545
696|7546
697|7548
698|7552
699|7553
700|7598
701|7935
702|8471
703|8475
704|9232
705|9234
706|A. 2. 39186
707|A./5. 2152
708|A./5. 3235
709|A./5. 3338
710|A.5. 11206
711|A.5. 18509
712|A.5. 3236
713|A/4 31416
714|A/4 45380
715|A/4 48871
716|A/4 48873
717|A/4. 20589
718|A/4. 34244
719|A/4. 39886
720|A/5 1478
721|A/5 21171
722|A/5 21172
723|A/5 21173
724|A/5 21174
725|A/5 21175
726|A/5 2466
727|A/5 2817
728|A/5 3536
729|A/5 3540
730|A/5 3594
731|A/5 3902
732|A/5. 10482
733|A/5. 13032
734|A/5. 2151
735|A/5. 3336
736|A/5. 3337
737|A/5. 851
738|A/S 2816
739|A4. 54510
740|AQ/3. 30631
741|AQ/4 3130
742|C 17368
743|C 17369
744|C 4001
745|C 7075
746|C 7076
747|C 7077
748|C.A. 15185
749|C.A. 17248
750|C.A. 18723
751|C.A. 2315
752|C.A. 24579
753|C.A. 24580
754|C.A. 2673
755|C.A. 29178
756|C.A. 29395
757|C.A. 29566
758|C.A. 30769
759|C.A. 31026
760|C.A. 31029
761|C.A. 31030
762|C.A. 31921
763|C.A. 33111
764|C.A. 33112
765|C.A. 33595
766|C.A. 34050
767|C.A. 34260
768|C.A. 34644
769|C.A. 34651
770|C.A. 37671
771|C.A. 42795
772|C.A. 49867
773|C.A. 5547
774|C.A. 6212
775|C.A./SOTON 34068
776|CA 2144
777|CA 31352
778|CA. 2314
779|CA. 2343
780|F.C. 12750
781|F.C. 12998
782|F.C.C. 13528
783|F.C.C. 13529
784|F.C.C. 13531
785|F.C.C. 13534
786|F.C.C. 13540
787|Fa 265302
788|LINE
789|LP 1588
790|P/PP 3381
791|PC 17318
792|PC 17473
793|PC 17474
794|PC 17475
795|PC 17476
796|PC 17477
797|PC 17482
798|PC 17483
799|PC 17485
800|PC 17531
801|PC 17558
802|PC 17562
803|PC 17569
804|PC 17572
805|PC 17580
806|PC 17582
807|PC 17585
808|PC 17590
809|PC 17591
810|PC 17592
811|PC 17593
812|PC 17594
813|PC 17595
814|PC 17596
815|PC 17597
816|PC 17598
817|PC 17599
818|PC 17600
819|PC 17601
820|PC 17603
821|PC 17604
822|PC 17605
823|PC 17606
824|PC 17607
825|PC 17608
826|PC 17609
827|PC 17610
828|PC 17611
829|PC 17612
830|PC 17613
831|PC 17754
832|PC 17755
833|PC 17756
834|PC 17757
835|PC 17758
836|PC 17759
837|PC 17760
838|PC 17761
839|PP 4348
840|PP 9549
841|S.C./A.4. 23567
842|S.C./PARIS 2079
843|S.O./P.P. 2
844|S.O./P.P. 251
845|S.O./P.P. 3
846|S.O./P.P. 751
847|S.O./P.P. 752
848|S.O.C. 14879
849|S.O.P. 1166
850|S.P. 3464
851|S.W./PP 752
852|SC 14888
853|SC 1748
854|SC/A.3 2861
855|SC/A4 23568
856|SC/AH 29037
857|SC/AH 3085
858|SC/AH Basle 541
859|SC/PARIS 2131
860|SC/PARIS 2133
861|SC/PARIS 2146
862|SC/PARIS 2147
863|SC/PARIS 2148
864|SC/PARIS 2149
865|SC/PARIS 2159
866|SC/PARIS 2166
867|SC/PARIS 2167
868|SC/PARIS 2168
869|SC/Paris 2123
870|SC/Paris 2163
871|SCO/W 1585
872|SO/C 14885
873|SOTON/O.Q. 3101262
874|SOTON/O.Q. 3101263
875|SOTON/O.Q. 3101305
876|SOTON/O.Q. 3101306
877|SOTON/O.Q. 3101307
878|SOTON/O.Q. 3101308
879|SOTON/O.Q. 3101309
880|SOTON/O.Q. 3101310
881|SOTON/O.Q. 3101311
882|SOTON/O.Q. 3101312
883|SOTON/O.Q. 3101314
884|SOTON/O.Q. 3101315
885|SOTON/O.Q. 392078
886|SOTON/O.Q. 392087
887|SOTON/O2 3101272
888|SOTON/O2 3101284
889|SOTON/O2 3101287
890|SOTON/OQ 3101316
891|SOTON/OQ 3101317
892|SOTON/OQ 392076
893|SOTON/OQ 392082
894|SOTON/OQ 392083
895|SOTON/OQ 392086
896|SOTON/OQ 392089
897|SOTON/OQ 392090
898|STON/O 2. 3101268
899|STON/O 2. 3101269
900|STON/O 2. 3101273
901|STON/O 2. 3101274
902|STON/O 2. 3101275
903|STON/O 2. 3101280
904|STON/O 2. 3101285
905|STON/O 2. 3101286
906|STON/O 2. 3101288
907|STON/O 2. 3101289
908|STON/O 2. 3101291
909|STON/O 2. 3101292
910|STON/O 2. 3101293
911|STON/O 2. 3101294
912|STON/O2. 3101270
913|STON/O2. 3101271
914|STON/O2. 3101279
915|STON/O2. 3101282
916|STON/O2. 3101283
917|STON/O2. 3101290
918|STON/OQ. 369943
919|SW/PP 751
920|W./C. 14258
921|W./C. 14260
922|W./C. 14263
923|W./C. 14266
924|W./C. 6607
925|W./C. 6608
926|W./C. 6609
927|W.E.P. 5734
928|W/C 14208
929|WE/P 5735
